2024-06-03 15:48:33,648 INFO  Logger.cs: 70 - 
2024-06-03 16:10:24,719 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile-2-1
2024-06-03 16:10:24,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4040 Aluminum Extrusion Profile-2-1
2024-06-03 16:10:24,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,720 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,721 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 电池仓-1-1
2024-06-03 16:10:24,721 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 电池仓-1-1
2024-06-03 16:10:24,721 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 电池仓-1-1
2024-06-03 16:10:24,722 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 驱动仓盖板-1-1
2024-06-03 16:10:24,722 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 驱动仓盖板-1-1
2024-06-03 16:10:24,722 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 驱动仓盖板-1-1
2024-06-03 16:10:24,723 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 底层支撑横梁-1-1
2024-06-03 16:10:24,723 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 底层支撑横梁-1-1
2024-06-03 16:10:24,723 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 底层支撑横梁-1-1
2024-06-03 16:10:24,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor-2-1
2024-06-03 16:10:24,724 INFO  ExportHelperExtension.cs: 1136 - Found 26 in motor-2-1
2024-06-03 16:10:24,724 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor-2-1
2024-06-03 16:10:24,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 中间层铝板-1-1
2024-06-03 16:10:24,725 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 中间层铝板-1-1
2024-06-03 16:10:24,725 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 中间层铝板-1-1
2024-06-03 16:10:24,725 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor-2-2
2024-06-03 16:10:24,726 INFO  ExportHelperExtension.cs: 1136 - Found 26 in motor-2-2
2024-06-03 16:10:24,726 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor-2-2
2024-06-03 16:10:24,726 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 夹爪配合-1-1
2024-06-03 16:10:24,727 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 夹爪配合-1-1
2024-06-03 16:10:24,727 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 夹爪配合-1-1
2024-06-03 16:10:24,727 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 夹爪滑台连接件-2-1
2024-06-03 16:10:24,727 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 夹爪滑台连接件-2-1
2024-06-03 16:10:24,728 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 夹爪滑台连接件-2-1
2024-06-03 16:10:24,729 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 上层保护壳-1-1
2024-06-03 16:10:24,729 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 上层保护壳-1-1
2024-06-03 16:10:24,729 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 上层保护壳-1-1
2024-06-03 16:10:24,729 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 滑台RXP45-L600-1-1
2024-06-03 16:10:24,730 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-1
2024-06-03 16:10:24,730 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 滑台RXP45-L600-1-1
2024-06-03 16:10:24,730 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 滑台z轴支架-1-1
2024-06-03 16:10:24,731 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 滑台z轴支架-1-1
2024-06-03 16:10:24,731 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 滑台z轴支架-1-1
2024-06-03 16:10:24,731 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 滑台RXP45-L600-1-2
2024-06-03 16:10:24,732 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-2
2024-06-03 16:10:24,732 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 滑台RXP45-L600-1-2
2024-06-03 16:10:24,732 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 电气载板-1-1
2024-06-03 16:10:24,733 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 电气载板-1-1
2024-06-03 16:10:24,733 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 电气载板-1-1
2024-06-03 16:10:24,733 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 滑台RXP45-L600-1-3
2024-06-03 16:10:24,734 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-3
2024-06-03 16:10:24,734 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 滑台RXP45-L600-1-3
2024-06-03 16:10:24,734 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 履带重新4-1
2024-06-03 16:10:24,734 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:10:24,735 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 履带重新4-1
2024-06-03 16:11:18,693 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-06-03 16:11:18,700 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
